group_id,dataset_id,selected_edges,match_type,num_refs,num_targets,labeler,labeled_at,session_id,label_semantics,ref_ids,target_ids
5f430562,us_seattle_sidewalks,"[{""ref_id"": ""b8a7d59c-0dba-4a2a-8e80-0d5647429120"", ""target_id"": ""sea_sidewalk_27166892_8828d54721""}]",N:1,1,1,panel_unanimous_v1,2026-07-05T09:55:22.629642+00:00,us_seattle_sidewalks_phase2,pair,,
60dd29bd,us_seattle_sidewalks,"[{""ref_id"": ""9b6c06d9-798f-4120-b224-a253387e11e2"", ""target_id"": ""sea_sidewalk_27191839_8828d55553""}]",N:1,1,1,panel_unanimous_v1,2026-07-05T09:55:22.630161+00:00,us_seattle_sidewalks_phase2,pair,,
670e939f,us_seattle_sidewalks,"[{""ref_id"": ""007a7358-ce55-4643-bb4f-4d46d70bc40f"", ""target_id"": ""sea_sidewalk_27159882_8828d542dd""}, {""ref_id"": ""0fada7b9-a294-4f48-bf31-fcb0aa8be06a"", ""target_id"": ""sea_sidewalk_27159880_8828d542dd""}, {""ref_id"": ""0fada7b9-a294-4f48-bf31-fcb0aa8be06a"", ""target_id"": ""sea_sidewalk_27159882_8828d542dd""}, {""ref_id"": ""e385d178-4004-4655-bf3c-7be0ec69028b"", ""target_id"": ""sea_sidewalk_27159882_8828d542dd""}, {""ref_id"": ""e7ee91c5-baa3-43c3-a78b-9a7d74f0cbb3"", ""target_id"": ""sea_sidewalk_27159880_8828d542dd""}]",M:N,4,2,panel_unanimous_v1,2026-07-05T09:55:22.630687+00:00,us_seattle_sidewalks_phase2,pair,,
68a6773c,us_seattle_sidewalks,"[{""ref_id"": ""23aaeb66-4376-4982-bdaf-f318fe564344"", ""target_id"": ""sea_sidewalk_27150759_8828d5470b""}, {""ref_id"": ""23aaeb66-4376-4982-bdaf-f318fe564344"", ""target_id"": ""sea_sidewalk_27171541_8828d5470b""}, {""ref_id"": ""23aaeb66-4376-4982-bdaf-f318fe564344"", ""target_id"": ""sea_sidewalk_27171542_8828d5470b""}, {""ref_id"": ""23aaeb66-4376-4982-bdaf-f318fe564344"", ""target_id"": ""sea_sidewalk_27194994_8828d5470b""}, {""ref_id"": ""3eed46a9-471a-45e0-bfbe-79a09f3dff8d"", ""target_id"": ""sea_sidewalk_27171542_8828d5470b""}, {""ref_id"": ""440962b5-e505-4912-8227-6a0deeb1b577"", ""target_id"": ""sea_sidewalk_27150759_8828d5470b""}, {""ref_id"": ""440962b5-e505-4912-8227-6a0deeb1b577"", ""target_id"": ""sea_sidewalk_27171542_8828d5470b""}, {""ref_id"": ""ade7769f-9377-40de-827f-e4f573bb6898"", ""target_id"": ""sea_sidewalk_27171541_8828d5470b""}, {""ref_id"": ""ade7769f-9377-40de-827f-e4f573bb6898"", ""target_id"": ""sea_sidewalk_27194994_8828d5470b""}, {""ref_id"": ""c920b2ea-7386-4d53-96a3-da9fef9291f9"", ""target_id"": ""sea_sidewalk_27171541_8828d5470b""}, {""ref_id"": ""c920b2ea-7386-4d53-96a3-da9fef9291f9"", ""target_id"": ""sea_sidewalk_27194994_8828d5470b""}]",M:N,5,4,panel_unanimous_v1,2026-07-05T09:55:22.631199+00:00,us_seattle_sidewalks_phase2,pair,,
72699b72,us_seattle_sidewalks,"[{""ref_id"": ""8c23943d-242b-4db6-b5d4-a647195eb3c2"", ""target_id"": ""sea_sidewalk_27177243_8828d542eb""}, {""ref_id"": ""8c23943d-242b-4db6-b5d4-a647195eb3c2"", ""target_id"": ""sea_sidewalk_27177244_8828d542eb""}, {""ref_id"": ""8f8864ae-eba1-4df6-9afb-1a7cc808cd99"", ""target_id"": ""sea_sidewalk_27177244_8828d542eb""}]",M:N,2,2,panel_unanimous_v1,2026-07-05T09:55:22.631742+00:00,us_seattle_sidewalks_phase2,pair,,
7d690561,us_seattle_sidewalks,"[{""ref_id"": ""a6b23b49-8efa-46a2-8baa-88079752346d"", ""target_id"": ""sea_sidewalk_27193992_8828d542dd""}, {""ref_id"": ""f1b4e808-6b7f-472f-bab3-31b43d7c38e9"", ""target_id"": ""sea_sidewalk_27166147_8828d542dd""}]",M:N,2,2,panel_unanimous_v1,2026-07-05T09:55:22.632300+00:00,us_seattle_sidewalks_phase2,pair,,
8b1e69c0,us_seattle_sidewalks,"[{""ref_id"": ""b8bbbd48-254e-42ba-944d-4d6b30cfc15d"", ""target_id"": ""sea_sidewalk_27176009_8828d542e9""}, {""ref_id"": ""c4a9a320-5b26-4a24-9567-a6622a4b507c"", ""target_id"": ""sea_sidewalk_27176946_8828d542e9""}]",M:N,2,2,panel_unanimous_v1,2026-07-05T09:55:22.632871+00:00,us_seattle_sidewalks_phase2,pair,,
becabc1a,us_seattle_sidewalks,"[{""ref_id"": ""13423074-9ea7-41da-b729-9a6fdb26731a"", ""target_id"": ""sea_sidewalk_27184294_8828d550a7""}]",N:1,1,1,panel_unanimous_v1,2026-07-05T09:55:22.633443+00:00,us_seattle_sidewalks_phase2,pair,,
c58d608d,us_seattle_sidewalks,"[{""ref_id"": ""8e0a236b-7ad0-437b-95d4-27e3ba1b1c79"", ""target_id"": ""sea_sidewalk_27164870_8828d5475d""}]",N:1,1,1,panel_unanimous_v1,2026-07-05T09:55:22.634201+00:00,us_seattle_sidewalks_phase2,pair,,
ccd4b63d,us_seattle_sidewalks,"[{""ref_id"": ""286c6acb-074d-4f82-bd0f-33b686a45616"", ""target_id"": ""sea_sidewalk_27176638_8828d542c5""}]",N:1,1,1,panel_unanimous_v1,2026-07-05T09:55:22.634728+00:00,us_seattle_sidewalks_phase2,pair,,
f443c160,us_seattle_sidewalks,[],M:N,8,18,brad,2026-07-06T05:34:37.831032+00:00,deanchored_v1,set,"[""250cd5c5-1579-4487-921f-1849df126c50"", ""2b9b2074-245f-45b3-85d2-fbb158ee1b68"", ""435f2f77-4d71-459e-9395-336a270c5651"", ""5657082c-2098-4b53-8edb-994eba50fcbd"", ""7d191248-f26f-4c0d-b393-4127e1bcfc94"", ""a2a1916d-6506-4972-9e5b-706fad10ae65"", ""b4408182-66d1-4736-ad85-b6d004a7d966"", ""cfa0aeb4-7525-4424-8706-4474287a89a3""]","[""sea_sidewalk_27151716_8828d540db"", ""sea_sidewalk_27151718_8828d540db"", ""sea_sidewalk_27152369_8828d540d3"", ""sea_sidewalk_27152370_8828d540d3"", ""sea_sidewalk_27152371_8828d540d3"", ""sea_sidewalk_27152398_8828d540d3"", ""sea_sidewalk_27152399_8828d540d3"", ""sea_sidewalk_27152400_8828d540d3"", ""sea_sidewalk_27154593_8828d54099"", ""sea_sidewalk_27154594_8828d54099"", ""sea_sidewalk_27154595_8828d54099"", ""sea_sidewalk_27154596_8828d540d3"", ""sea_sidewalk_27154597_8828d540d3"", ""sea_sidewalk_27173729_8828d54099"", ""sea_sidewalk_27193964_8828d54099"", ""sea_sidewalk_27193965_8828d54099"", ""sea_sidewalk_27193966_8828d540d7"", ""sea_sidewalk_27194179_8828d540d3""]"
e99d63e3,us_seattle_sidewalks,[],1:N,1,14,brad,2026-07-06T05:35:48.836769+00:00,deanchored_v1,set,"[""4a3508dd-e304-4dba-b71c-79bed0f476c7""]","[""sea_sidewalk_27150296_8828d550b9"", ""sea_sidewalk_27180327_8828d550b9"", ""sea_sidewalk_27180352_8828d550b9"", ""sea_sidewalk_27180413_8828d550b9"", ""sea_sidewalk_27180417_8828d550b9"", ""sea_sidewalk_27182195_8828d550b9"", ""sea_sidewalk_27182200_8828d550b9"", ""sea_sidewalk_27182899_8828d55095"", ""sea_sidewalk_27183362_8828d550b9"", ""sea_sidewalk_27183363_8828d550b9"", ""sea_sidewalk_27183438_8828d550b9"", ""sea_sidewalk_27183441_8828d550b9"", ""sea_sidewalk_27184327_8828d55083"", ""sea_sidewalk_27184329_8828d55083""]"
4442644b,us_seattle_sidewalks,[],1:N,1,12,brad,2026-07-06T13:51:26.558139+00:00,deanchored_v1,set,"[""76fd7d4c-c036-4adc-a7f1-066a686c79c5""]","[""sea_sidewalk_27150119_8828d555b7"", ""sea_sidewalk_27150120_8828d555b7"", ""sea_sidewalk_27152114_8828d555bd"", ""sea_sidewalk_27155205_8828d555b5"", ""sea_sidewalk_27156808_8828d555b7"", ""sea_sidewalk_27162072_8828d555b1"", ""sea_sidewalk_27162093_8828d555b7"", ""sea_sidewalk_27162094_8828d555b5"", ""sea_sidewalk_27162095_8828d555bd"", ""sea_sidewalk_27162117_8828d555b7"", ""sea_sidewalk_27162118_8828d555b7"", ""sea_sidewalk_27164874_8828d555b7""]"
3fdf30d0,us_seattle_sidewalks,[],1:N,1,11,brad,2026-07-06T13:51:55.518027+00:00,deanchored_v1,set,"[""0090cb35-a598-451b-aa1e-d91187621c57""]","[""sea_sidewalk_27193705_8828d540d1"", ""sea_sidewalk_27193708_8828d540d5"", ""sea_sidewalk_27193709_8828d540d5"", ""sea_sidewalk_27193710_8828d540d5"", ""sea_sidewalk_27193712_8828d540d5"", ""sea_sidewalk_27193744_8828d540d7"", ""sea_sidewalk_27193745_8828d540d1"", ""sea_sidewalk_27193746_8828d540d1"", ""sea_sidewalk_27193747_8828d540d1"", ""sea_sidewalk_27193962_8828d540d1"", ""sea_sidewalk_27193963_8828d540d1""]"
65f3efca,us_seattle_sidewalks,[],1:N,1,11,brad,2026-07-06T13:52:18.618762+00:00,deanchored_v1,set,"[""1beda88f-ad15-4dc5-87ef-63dbb8596a9a""]","[""sea_sidewalk_27171973_8828d540eb"", ""sea_sidewalk_27173073_8828d540eb"", ""sea_sidewalk_27173077_8828d540eb"", ""sea_sidewalk_27173082_8828d540eb"", ""sea_sidewalk_27173135_8828d540eb"", ""sea_sidewalk_27173141_8828d540eb"", ""sea_sidewalk_27173617_8828d540eb"", ""sea_sidewalk_27173619_8828d540eb"", ""sea_sidewalk_27173621_8828d540eb"", ""sea_sidewalk_27175482_8828d540eb"", ""sea_sidewalk_27175504_8828d540eb""]"
52b4519b,us_seattle_sidewalks,[],M:N,5,2,brad,2026-07-06T13:52:32.891310+00:00,deanchored_v1,set,"[""6ee48807-8937-4873-ad8c-3d816dee3f0e"", ""8be7004e-5ef1-4df3-add3-7721dbdbcdfd"", ""8f5db3d9-6ff1-48a7-8641-cd8be5e0e001"", ""904aacc9-8aa2-4d1c-8cd6-de621eb01653"", ""c0b61ca1-8ee2-4ff4-a7a6-eea177bde6d7""]","[""sea_sidewalk_27150029_8828d542c9"", ""sea_sidewalk_27160467_8828d542cb""]"
22167009,us_seattle_sidewalks,[],M:N,5,2,brad,2026-07-06T13:52:43.353737+00:00,deanchored_v1,set,"[""2a4c63dc-b7d6-4218-8120-995edc5916e7"", ""475d6306-c2e9-412e-b81c-3766f0662a14"", ""77963b12-053f-4b9d-9c57-237630a872ab"", ""ccf8591b-6ba7-4689-b234-7243bd648dc4"", ""e5e33573-daf8-4821-a832-836df313720e""]","[""sea_sidewalk_27162287_8828d54e43"", ""sea_sidewalk_27162288_8828d54e4b""]"
b5a16db8,us_seattle_sidewalks,[],M:N,4,2,brad,2026-07-06T13:53:21.760295+00:00,deanchored_v1,set,"[""3fdc0ad3-9fe5-47e7-b040-7c4c6d96c759"", ""54b8acf9-07bf-46d2-9459-95397a11b881"", ""7ea05dc3-fce7-436c-93c4-a4fde2a4280d"", ""a1d8916a-00ea-4951-a1ac-da39e9cbb7d7""]","[""sea_sidewalk_27151292_8828d550dd"", ""sea_sidewalk_27194118_8828d550dd""]"
9465a639,us_seattle_sidewalks,[],M:N,1,2,brad,2026-07-06T13:54:37.676742+00:00,deanchored_v1,set,"[""41ce6bde-ed04-4ca0-a717-f488e33f14c7""]","[""sea_sidewalk_27149775_8828d54283"", ""sea_sidewalk_27154453_8828d54283""]"
d6c70928,us_seattle_sidewalks,[],1:N,1,9,brad,2026-07-06T13:54:56.456162+00:00,deanchored_v1,set,"[""3675ebde-2895-47de-9feb-953931ac486c""]","[""sea_sidewalk_27149921_8828d550a5"", ""sea_sidewalk_27153316_8828d550a5"", ""sea_sidewalk_27160480_8828d550a7"", ""sea_sidewalk_27182658_8828d550ad"", ""sea_sidewalk_27182662_8828d550ad"", ""sea_sidewalk_27182718_8828d550a5"", ""sea_sidewalk_27184190_8828d550a7"", ""sea_sidewalk_27184193_8828d550a7"", ""sea_sidewalk_27184220_8828d550a7""]"
a7355337,us_seattle_sidewalks,[],1:N,1,9,brad,2026-07-06T13:55:09.358479+00:00,deanchored_v1,set,"[""78a13f18-3d2c-441c-9ce8-2b65288cd3de""]","[""sea_sidewalk_27163947_8828d540eb"", ""sea_sidewalk_27163984_8828d540eb"", ""sea_sidewalk_27163988_8828d540eb"", ""sea_sidewalk_27171754_8828d540eb"", ""sea_sidewalk_27173213_8828d540eb"", ""sea_sidewalk_27173215_8828d540eb"", ""sea_sidewalk_27173219_8828d540eb"", ""sea_sidewalk_27173278_8828d540eb"", ""sea_sidewalk_27175285_8828d540eb""]"
786b3375,us_seattle_sidewalks,[],1:N,1,9,brad,2026-07-06T13:55:19.286073+00:00,deanchored_v1,set,"[""045e1524-2cd8-4dba-a637-a4596af96316""]","[""sea_sidewalk_27189142_8828d5500b"", ""sea_sidewalk_27189144_8828d5500b"", ""sea_sidewalk_27189427_8828d5500b"", ""sea_sidewalk_27189488_8828d5500b"", ""sea_sidewalk_27189490_8828d5500b"", ""sea_sidewalk_27189520_8828d5500b"", ""sea_sidewalk_27189521_8828d5500b"", ""sea_sidewalk_27191459_8828d5500b"", ""sea_sidewalk_27191500_8828d5500b""]"
d113cc8c,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T13:55:31.790398+00:00,deanchored_v1,set,"[""99135233-7e81-4cea-a757-a8442fd18e76""]","[""sea_sidewalk_27171688_8828d540c5"", ""sea_sidewalk_27171723_8828d540c5"", ""sea_sidewalk_27171725_8828d540c5"", ""sea_sidewalk_27171727_8828d540c5"", ""sea_sidewalk_27172775_8828d540c5"", ""sea_sidewalk_27172779_8828d540c5"", ""sea_sidewalk_27173393_8828d540c5"", ""sea_sidewalk_27173415_8828d540c5""]"
0df3d991,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T13:55:47.681229+00:00,deanchored_v1,set,"[""4e983cea-2cf8-41cc-990d-b354e81a3d3f""]","[""sea_sidewalk_27154732_8828d5552d"", ""sea_sidewalk_27159745_8828d5552d"", ""sea_sidewalk_27159747_8828d55525"", ""sea_sidewalk_27159772_8828d55525"", ""sea_sidewalk_27159817_8828d5552d"", ""sea_sidewalk_27159818_8828d5552d"", ""sea_sidewalk_27159821_8828d5552d"", ""sea_sidewalk_27159977_8828d5552d""]"
e317e25f,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T13:56:02.511213+00:00,deanchored_v1,set,"[""e07ee711-250e-4b02-9e90-7bc380e55db6""]","[""sea_sidewalk_27158637_8828d54085"", ""sea_sidewalk_27158639_8828d54085"", ""sea_sidewalk_27159559_8828d540ab"", ""sea_sidewalk_27159561_8828d54085"", ""sea_sidewalk_27164625_8828d540ab"", ""sea_sidewalk_27164627_8828d540ab"", ""sea_sidewalk_27164629_8828d54087"", ""sea_sidewalk_27164658_8828d54087""]"
570ab97f,us_seattle_sidewalks,[],M:N,1,2,brad,2026-07-06T13:56:45.673555+00:00,deanchored_v1,set,"[""9b88858e-9bab-4675-8581-765cb6afa31a""]","[""sea_sidewalk_27170306_8828d54701"", ""sea_sidewalk_27170314_8828d54701""]"
fc77341e,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T13:57:12.858294+00:00,deanchored_v1,set,"[""8f653acc-145d-4904-b14e-b9e0a799440c""]","[""sea_sidewalk_27150007_8828d54765"", ""sea_sidewalk_27150418_8828d54765"", ""sea_sidewalk_27150439_8828d54767"", ""sea_sidewalk_27163155_8828d54767"", ""sea_sidewalk_27163157_8828d54765"", ""sea_sidewalk_27163159_8828d54765"", ""sea_sidewalk_27163182_8828d54765"", ""sea_sidewalk_27195841_8828d54765""]"
552e0bd5,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T13:57:27.625312+00:00,deanchored_v1,set,"[""f0ad526f-e37b-4879-9ff0-c0ec4b810ef5""]","[""sea_sidewalk_27149678_8828d54289"", ""sea_sidewalk_27149995_8828d54289"", ""sea_sidewalk_27167586_8828d5428b"", ""sea_sidewalk_27167588_8828d5428b"", ""sea_sidewalk_27167614_8828d54289"", ""sea_sidewalk_27168557_8828d5428b"", ""sea_sidewalk_27169471_8828d5428b"", ""sea_sidewalk_27195690_8828d5428b""]"
85b903ba,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T13:57:41.256026+00:00,deanchored_v1,set,"[""e6d0fb18-34f0-4f9e-a54e-2e2b9186a240""]","[""sea_sidewalk_27154084_8828d55097"", ""sea_sidewalk_27154109_8828d55097"", ""sea_sidewalk_27154111_8828d55097"", ""sea_sidewalk_27154113_8828d55097"", ""sea_sidewalk_27154115_8828d55097"", ""sea_sidewalk_27154140_8828d55097"", ""sea_sidewalk_27154142_8828d55097"", ""sea_sidewalk_27154183_8828d55091""]"
508ea075,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T14:01:38.318300+00:00,deanchored_v1,set,"[""d2ba6428-050e-400a-b61e-d06e52bf96cf""]","[""sea_sidewalk_27162324_8828d54087"", ""sea_sidewalk_27162326_8828d54087"", ""sea_sidewalk_27162344_8828d54087"", ""sea_sidewalk_27162346_8828d54085"", ""sea_sidewalk_27164762_8828d54087"", ""sea_sidewalk_27173602_8828d54085"", ""sea_sidewalk_27173603_8828d54085"", ""sea_sidewalk_27173605_8828d54085""]"
81bb19c9,us_seattle_sidewalks,[],1:N,1,8,brad,2026-07-06T14:01:49.656166+00:00,deanchored_v1,set,"[""ef5f3f4d-2cd9-4570-9c4f-83a9209cd131""]","[""sea_sidewalk_27151117_8828d550d7"", ""sea_sidewalk_27151119_8828d550d7"", ""sea_sidewalk_27151152_8828d5509d"", ""sea_sidewalk_27156002_8828d5509d"", ""sea_sidewalk_27156004_8828d5509d"", ""sea_sidewalk_27156038_8828d5509d"", ""sea_sidewalk_27156040_8828d5509d"", ""sea_sidewalk_27156042_8828d5509d""]"
d7c194e2,us_seattle_sidewalks,[],M:N,3,4,brad,2026-07-06T14:02:18.630735+00:00,deanchored_v1,set,"[""23aaeb66-4376-4982-bdaf-f318fe564344"", ""ade7769f-9377-40de-827f-e4f573bb6898"", ""c920b2ea-7386-4d53-96a3-da9fef9291f9""]","[""sea_sidewalk_27150759_8828d5470b"", ""sea_sidewalk_27171541_8828d5470b"", ""sea_sidewalk_27171542_8828d5470b"", ""sea_sidewalk_27194994_8828d5470b""]"
